Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
560.0,Grinnell C.,546,,0,,419,,22,,105,,0,,0,,0,,0,,0,
560.0,"Minnesota State U., Mankato",546,,115,,25,,74,,11,,16,,0,,0,,116,,189,
562.0,U. Wisconsin-Green Bay,545,,53,i,168,i,35,i,57,i,15,i,31,i,0,i,111,i,75,i
563.0,U. Houston-Clear Lake,541,,218,,100,,143,,0,,41,,39,,0,,0,,0,
564.0,Bastyr U.,540,,0,,540,,0,,0,,0,,0,,0,,0,,0,
565.0,"SUNY, C. Brockport",535,,0,,521,,0,,9,,5,,0,,0,,0,,0,
566.0,"CUNY, York C.",534,,0,,47,,25,,216,,0,,0,,0,,0,,246,
567.0,U. del Este,530,,0,,530,,0,,0,,0,,0,,0,,0,,0,
568.0,Saint Joseph's U.,526,,0,,0,,0,,148,,0,,21,,0,,0,,357,
569.0,Dickinson C.,517,,75,,111,,0,,216,,0,,0,,0,,0,,115,
570.0,"U. Nebraska, Kearney",515,,0,,363,,0,,100,,0,,11,,39,,0,,2,
571.0,West Chester U. Pennsylvania,511,,0,,240,,7,,136,,9,,108,,0,,0,,11,
572.0,"SUNY, Farmingdale State C.",508,,0,,134,,0,,0,,0,,66,,0,,308,,0,
573.0,U. New Haven,507,,3,,0,,0,,0,,0,,0,,0,,180,,324,
574.0,U. San Francisco,503,,121,,220,,85,,0,,0,,17,,60,,0,,0,
575.0,Quinnipiac U.,480,i,0,i,199,i,34,i,96,i,18,i,39,i,0,i,27,i,67,i
576.0,"U. South Carolina, Beaufort",478,,81,,329,,68,,0,,0,,0,,0,,0,,0,
577.0,Pittsburg State U.,453,,0,,124,,0,,28,,0,,0,,0,,296,,5,
578.0,U. del Turabo,447,,14,,55,,56,,0,,0,,0,,0,,221,,101,
579.0,Hobart and William Smith Colleges,442,,144,,49,,0,,185,,0,,0,,0,,0,,64,
580.0,U. West Georgia,432,,31,,100,,52,,181,,0,,32,,0,,0,,36,
581.0,U. of Mary Washington,425,,57,,0,,0,,31,,0,,6,,93,,0,,238,
582.0,Emerson C.,423,,0,,410,,0,,0,,0,,0,,0,,0,,13,
583.0,New England C. of Optometry,419,,0,,419,,0,,0,,0,,0,,0,,0,,0,
584.0,Commonwealth Medical C.,415,,0,,415,,0,,0,,0,,0,,0,,0,,0,
585.0,"Indiana U., South Bend",408,,0,,47,,0,,337,,0,,24,,0,,0,,0,
586.0,U. of the Incarnate Word,403,,0,,167,,0,,0,,0,,0,,0,,236,,0,
587.0,Doane C.,390,,0,,72,,0,,318,,0,,0,,0,,0,,0,
588.0,Barry U.,386,,0,,269,,0,,17,,0,,0,,0,,0,,100,
589.0,Elon U.,376,,0,,25,,4,,29,,0,,0,,0,,34,,284,
590.0,C. Wooster,373,i,70,i,133,i,76,i,94,i,0,i,0,i,0,i,0,i,0,i
590.0,Western Illinois U.,373,,86,,237,,12,,0,,0,,14,,0,,1,,23,
592.0,Lamar U.,352,,0,,31,,138,,0,,0,,0,,0,,128,,55,
593.0,Gonzaga U.,348,,0,,80,,41,,207,,0,,0,,0,,20,,0,
594.0,Fairfield U.,339,,0,,150,,121,,60,,0,,0,,0,,8,,0,
595.0,"U. North Carolina, general administration",337,,0,,67,,67,,68,,0,,0,,0,,135,,0,
596.0,Austin Peay State U.,334,,4,,219,,0,,111,,0,,0,,0,,0,,0,
597.0,Sul Ross State U.,333,,0,,333,,0,,0,,0,,0,,0,,0,,0,
598.0,Lake Superior State U.,327,,155,,169,,3,,0,,0,,0,,0,,0,,0,
599.0,Azusa Pacific U.,323,,0,,0,,0,,0,,323,,0,,0,,0,,0,
600.0,"Oklahoma State U., Center for Health Sciences",321,,0,,320,,0,,0,,0,,0,,0,,1,,0,
601.0,Bradley U.,319,,0,,57,,0,,70,,0,,0,,0,,179,,13,
602.0,Washington and Lee U.,317,,35,,196,,0,,67,,4,,15,,0,,0,,0,
603.0,U. Wisconsin-Platteville,309,i,30,i,94,i,20,i,33,i,9,i,17,i,0,i,63,i,43,i
604.0,"U. Illinois, Springfield",307,,0,,49,,0,,10,,0,,248,,0,,0,,0,
605.0,"U. Minnesota, Morris",306,,76,,125,,0,,0,,78,,27,,0,,0,,0,
606.0,Rider U.,292,,0,,167,,24,,2,,0,,99,,0,,0,,0,
607.0,Heidelberg U.,272,,267,,5,,0,,0,,0,,0,,0,,0,,0,
608.0,Oregon Institute of Technology,270,,63,,0,,0,,0,,0,,0,,0,,0,,207,
609.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",264,,0,,264,,0,,0,,0,,0,,0,,0,,0,
610.0,"CUNY, Advanced Science Research Center",257,,0,,187,,0,,0,,0,,0,,0,,70,,0,
611.0,U. Tampa,254,,0,,0,,0,,0,,0,,0,,0,,247,,7,
612.0,Rhode Island School of Design,252,,252,,0,,0,,0,,0,,0,,0,,0,,0,
613.0,Suffolk U.,250,,0,,0,,0,,66,,43,,29,,0,,79,,33,
614.0,Kean U.,244,,95,,0,,149,,0,,0,,0,,0,,0,,0,
615.0,Central Connecticut State U.,243,,0,,52,,0,,0,,3,,28,,0,,110,,50,
616.0,Marshall B. Ketchum U.,224,,0,,224,,0,,0,,0,,0,,0,,0,,0,
617.0,Saginaw Valley State U.,223,,40,,0,,3,,2,,0,,12,,0,,166,,0,
618.0,Florida Polytechnic U.,203,,0,,0,,0,,0,,0,,0,,0,,203,,0,
619.0,Stockton U.,198,,131,,29,,0,,38,,0,,0,,0,,0,,0,
620.0,"Wheaton C., Wheaton",193,,0,,43,,0,,119,,0,,0,,0,,0,,31,
621.0,Philadelphia C. of Osteopathic Medicine,192,,0,,150,,0,,0,,42,,0,,0,,0,,0,
622.0,"U. California, Office of the President",181,,0,,177,,0,,0,,0,,0,,4,,0,,0,
623.0,"California State U., Stanislaus",174,,0,,150,,0,,0,,0,,9,,15,,0,,0,
624.0,U. Redlands,118,,59,,0,,0,,0,,2,,0,,0,,0,,57,
625.0,Niagara U.,117,,0,,0,,4,,0,,0,,0,,0,,0,,113,
626.0,Marist C.,113,,0,,0,,113,,0,,0,,0,,0,,0,,0,
627.0,Nicholls State U.,108,,0,,104,,0,,0,,0,,0,,0,,0,,4,
628.0,Edward Via C. of Osteopathic Medicine,89,,0,,89,,0,,0,,0,,0,,0,,0,,0,
629.0,La Salle U.,82,,0,,82,,0,,0,,0,,0,,0,,0,,0,
630.0,McNeese State U.,80,,0,,32,,0,,0,,0,,1,,0,,47,,0,
631.0,Sewanee: U. of the South,75,,11,,64,,0,,0,,0,,0,,0,,0,,0,
632.0,"U. South Florida, Sarasota-Manatee",57,,0,,0,,0,,0,,0,,0,,0,,0,,57,
633.0,C. of Saint Benedict,53,,0,,0,,19,,19,,0,,15,,0,,0,,0,
634.0,La Sierra U.,45,,0,,45,,0,,0,,0,,0,,0,,0,,0,
635.0,California Maritime Academy,31,,0,,0,,0,,8,,0,,0,,0,,15,,8,
636.0,Eastern Connecticut State U.,17,,10,,7,,0,,0,,0,,0,,0,,0,,0,
