Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
472.0,Salus U.,1543,,1500,,1776,,1288,,1261,,1152,,1086,,1032,,1044,,1198.0,,0
472.0,U. North Florida,3517,,5758,,5759,,3933,,4636,,5082,,3760,,1424,,1177,,1198.0,,0
474.0,Salish Kootenai C.,ne,,ne,,419,,599,,475,,748,,1415,,1612,,1399,i,1186.0,,0
475.0,Trinity U.,717,,715,,979,,838,,1023,,1046,,1222,,2034,,1544,,1183.0,,0
476.0,Grambling State U.,648,,428,,807,,810,i,993,,1515,,1428,,1116,,1065,,1177.0,,0
477.0,Calvin C.,672,,600,,2156,,1528,,2084,,560,,664,,774,,1273,,1175.0,i,0
478.0,Providence C.,693,,720,,765,,798,,857,,726,,ne,,827,,ne,,1162.0,,0
479.0,Claflin U.,930,,1261,i,1592,,3328,,3226,,5103,,5090,,2643,,1711,,1158.0,,0
480.0,Wheeling Jesuit U.,5377,i,6250,,9208,,11374,,8768,,7869,,6304,,3286,,2491,,1156.0,,0
481.0,Saint Michael's C.,ne,,ne,,ne,,407,,487,,471,,ne,,1301,,1242,,1153.0,,0
482.0,Furman U.,1029,,775,,1042,,1184,,1332,,1111,,1164,,1217,,891,,1136.0,,0
482.0,Siena C.,630,i,585,i,589,,1112,,1045,,1687,,1618,,1615,,1620,,1136.0,,0
484.0,Vassar C.,958,,625,,1126,,1160,,1280,,1838,,1258,,1694,,1220,,1133.0,,0
485.0,Albany State U.,1119,,952,,896,,958,,396,,893,,2000,,1532,,1271,,1128.0,,0
486.0,Norwich U.,ne,,ne,,ne,,ne,,ne,,1064,,733,,878,,831,,1121.0,,0
486.0,Texas A&M U.-Commerce,302,,305,,421,,1297,,1362,,1557,,1600,,1349,,1234,,1121.0,,0
488.0,Eastern Kentucky U.,3515,,6069,,5001,,1766,,2638,,2852,,2329,,2078,,1518,,1111.0,,0
489.0,Maine Maritime Academy,ne,,ne,,ne,,ne,,ne,,280,i,ne,,ne,,ne,,1110.0,,0
490.0,Colgate U.,1218,,1361,,1348,,1382,,1519,,1058,,1497,,1320,,1153,,1109.0,,0
491.0,Franklin W. Olin C. of Engineering,ne,,ne,,ne,,ne,,ne,,666,,1090,,946,,1050,,1103.0,,0
492.0,U. of the Sciences Philadelphia,499,,478,,1054,,822,,984,,1338,,1287,,1357,,987,,1096.0,,0
493.0,U. Hartford,891,,1865,,1765,,1250,,820,,1576,,1505,,1175,,1080,,1089.0,,0
494.0,"Union C., Schenectady",534,,647,,930,,741,,1427,,959,,867,,1863,,1385,,1080.0,,0
495.0,Shaw U.,3720,,3632,,3956,,3481,,2837,i,2193,,1851,i,ne,,1167,,1078.0,i,0
496.0,Pomona C.,1087,,1231,,1016,,815,,1048,,1779,,1599,,2227,,1789,,1074.0,,0
497.0,Lafayette C.,990,,833,,1193,,1255,,1223,,1564,,1205,,1166,,1070,,1066.0,,0
498.0,Albany C. of Pharmacy and Health Sciences,524,,250,,582,,825,,1380,,1634,,1182,,1333,,1643,,1065.0,,0
499.0,Pepperdine U.,ne,,ne,,135,,420,,933,,299,,808,,914,,1162,,1058.0,,0
500.0,Christopher Newport U.,587,,596,,670,,768,,1049,,1587,,1230,,1083,,1302,,1041.0,,0
500.0,Coastal Carolina U.,936,,818,,1445,,899,,1533,,1487,,1598,,1714,,1281,,1041.0,,0
502.0,Colby C.,1058,,723,,731,,985,,1105,,1028,,1197,,1046,,943,,1038.0,,0
503.0,Spelman C.,2901,,3361,,2219,,3164,,2740,,1833,,1874,,1366,,1185,,1035.0,,0
504.0,Kettering U.,2882,,1583,,2035,,2741,,4477,,3452,,2165,,1306,,1173,,1032.0,,0
505.0,Franklin and Marshall C.,945,,909,,1095,,1079,,1857,,1397,,1116,,879,,889,,1017.0,,0
506.0,U. Wisconsin-La Crosse,1619,,2147,,1329,,1439,,2150,,2013,i,1876,,1240,,1095,,1006.0,,0
507.0,Indiana State U.,1269,,1109,,1279,,848,,990,,1352,,1268,,858,,1005,,992.0,,0
507.0,"St. John's U., Manhattan",3696,,1578,,1433,,1372,,1274,,1263,,1185,,872,,883,,992.0,,0
509.0,Lawrence Technological U.,1939,,1546,,1345,,1334,,3144,,2615,,1108,,988,,739,,976.0,,0
509.0,U. Wisconsin-Oshkosh,768,,727,,1002,,599,,832,,1154,,1238,,1012,,980,i,976.0,i,0
511.0,Skidmore C.,430,,369,,270,,890,,1872,,1562,,1334,,1448,,1193,,969.0,,0
512.0,Sonoma State U.,219,,280,,472,,458,,690,,559,,ne,,1800,,1581,,964.0,,0
513.0,Pacific U.,624,,142,,268,,815,,845,,242,,1767,,1674,,1137,,962.0,,0
514.0,"U. Puerto Rico, Cayey",ne,,861,,766,,1531,,710,,1278,,1515,,1168,,1143,,959.0,,0
515.0,Eastern Washington U.,639,,675,,596,,602,,46,,559,,725,,1226,,885,,955.0,,0
516.0,Mills C.,550,i,575,i,521,i,1644,,1095,,753,,1058,,1738,,1672,,938.0,,0
517.0,Keck Graduate Institute,ne,,ne,,ne,,ne,,ne,,1744,,1671,,1227,,1302,,937.0,,0
518.0,Seattle U.,469,i,517,i,820,,314,,468,i,622,,530,,ne,,1348,,927.0,,0
519.0,Seattle Pacific U.,ne,,10,i,ne,,160,,114,,1155,,1071,,1126,,931,,915.0,,0
520.0,"U. Oklahoma, Tulsa",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,895.0,,0
521.0,U. Detroit Mercy,286,,227,i,ne,,972,,633,,856,,508,,ne,,317,,890.0,,0
522.0,"Trinity C., Hartford",373,,575,,346,,593,,1026,,1217,,1432,,1040,,1313,,889.0,,0
523.0,Lewis and Clark C.,437,,586,,575,,684,i,843,,684,,718,,1490,,1378,,872.0,,0
524.0,"California State U., Chico",1072,i,1117,i,1163,,1038,,1502,,1317,,1345,,1682,,1169,,854.0,,0
525.0,Occidental C.,690,,745,,802,,608,,665,,904,,1079,,1105,,1365,,853.0,,0
526.0,"SUNY, Buffalo State",1150,,810,,1259,,1699,,1293,,1965,,2348,,1336,,1076,,846.0,,0
527.0,"CUNY, Baruch C.",130,,40,,484,,773,,1010,,1150,,1209,,735,,695,,845.0,,0
528.0,"CUNY, system office",ne,,ne,,ne,,ne,,ne,,ne,,1398,,1001,,362,,828.0,,0
529.0,"California State U., Channel Islands",ne,,ne,,ne,,ne,,ne,,451,,ne,,425,,528,,825.0,,0
530.0,Keene State C.,ne,,ne,,ne,,ne,,ne,,1884,,1956,i,2029,,2130,,820.0,,0
531.0,Loyola Marymount U.,1044,,1588,,1664,,2569,,1731,,2815,,1222,,1357,,1142,,819.0,,0
532.0,Alaska Pacific U.,ne,,ne,,176,,257,,283,,349,,ne,,ne,,ne,,802.0,,0
533.0,Murray State U.,1007,,642,,591,,424,,2074,,2471,,1904,,816,,612,,798.0,,0
534.0,Hawaii Pacific U.,ne,,ne,,ne,,ne,,ne,,1261,,1145,,850,,1116,,789.0,,0
535.0,Dakota State U.,ne,,ne,,ne,,ne,,ne,,402,,3555,,831,,908,,765.0,,0
536.0,Connecticut C.,804,,877,,651,,989,,954,,1005,,1130,,833,,514,,756.0,,0
537.0,Willamette U.,182,,243,,420,,839,,666,,650,,1327,,822,,860,,745.0,,0
538.0,Western Carolina U.,1786,,1494,,2450,,1824,,1296,,721,,974,,664,,669,,740.0,,0
539.0,Texas Woman's U.,637,,755,,1146,,982,,822,,1173,,1908,,1136,,961,,722.0,,0
540.0,"SUNY, C. Plattsburgh",3732,,2270,,471,,1051,,1187,,726,,454,,ne,,459,,717.0,,0
541.0,Macalester C.,983,,483,,528,,626,,1075,,1517,,1106,,876,,879,,708.0,,0
542.0,U. Western States,ne,,ne,,825,,677,,866,,757,,ne,,1014,,1053,,699.0,,0
543.0,"U. South Carolina, Aiken",,,,,,,,,122,,592,,ne,,937,,759,,689.0,,0
544.0,"CUNY, Medgar Evers C.",630,,495,,157,,173,,392,,1315,,981,,1066,,665,,686.0,,0
545.0,"Augustana C., Sioux Falls",842,,798,,763,,783,,889,,1169,,1007,,809,,737,,671.0,,0
546.0,Augsburg C.,1103,,857,,744,,ne,,ne,,905,,766,,567,,ne,,669.0,,0
546.0,"U. Puerto Rico, Humacao",4080,,4930,,2104,,1925,,1950,i,1976,,1949,,1452,,1102,,669.0,,0
548.0,St. Olaf C.,415,,725,,919,,1067,,1247,,843,,1220,,955,,760,,668.0,,0
549.0,"SUNY, Geneseo",870,,1335,,1119,,1119,,755,,1306,,1532,,640,,474,,663.0,,0
550.0,Texas A&M International U.,ne,,ne,,196,,1169,,1623,,1195,,989,,868,,977,,658.0,,0
551.0,Midwestern U.,1168,,801,,543,,417,,315,,438,,427,,369,,517,,654.0,,0
552.0,Ithaca C.,1358,,1252,,1197,,851,,617,,627,,774,,825,,816,,635.0,,0
553.0,Mercyhurst U.,897,,510,,903,,684,,854,,389,,729,,674,,445,,616.0,,0
554.0,Colorado C.,ne,,ne,,1027,,261,,473,,458,,389,,376,,570,,602.0,,0
555.0,"U. Texas, Permian Basin",ne,,147,,313,,320,,677,,761,,1179,,974,,489,,595.0,,0
556.0,East Central U.,ne,,ne,,ne,,ne,,ne,,1518,,730,,ne,,953,,571.0,,0
557.0,"Pennsylvania State U., Harrisburg",,,,,,,,,963,,1302,,1290,,701,,269,,565.0,,0
558.0,Hamilton C.,1480,,1216,,1134,,1109,,1077,,1406,,1400,,1153,,918,,559.0,,0
559.0,"Purdue U., North Central",,,,,,,,,639,,646,,676,,635,,562,,552.0,,0
560.0,Grinnell C.,180,,145,,343,,43,,1161,,287,,648,,372,,414,,546.0,,0
560.0,"Minnesota State U., Mankato",93,,495,,745,,363,,2051,,852,,701,,313,,317,,546.0,,0
562.0,U. Wisconsin-Green Bay,1199,,838,,653,,654,,778,,732,i,686,i,640,i,594,i,545.0,,0
563.0,U. Houston-Clear Lake,315,,159,,111,,119,,301,,818,,730,,875,,739,,541.0,,0
564.0,Bastyr U.,ne,,ne,,ne,,1197,,1211,,1988,,2764,,2567,,3147,,540.0,,0
565.0,"SUNY, C. Brockport",606,,819,,307,,228,,521,,677,,989,,755,,564,,535.0,,0
566.0,"CUNY, York C.",1455,,2468,,2160,,ne,,ne,,1507,,861,,693,,ne,,534.0,,0
567.0,U. del Este,363,,407,,416,,709,,1139,,1179,,1163,,972,,656,,530.0,,0
568.0,Saint Joseph's U.,2761,,2540,,1755,,1654,,1368,,1087,,835,,700,,468,,526.0,,0
569.0,Dickinson C.,632,,1355,,1006,,801,,602,,821,,1029,,692,,568,,517.0,,0
570.0,"U. Nebraska, Kearney",136,,871,,467,,559,,289,,1018,,716,,840,,656,,515.0,,0
571.0,West Chester U. Pennsylvania,235,,1015,,2015,,1384,,3614,i,5845,,1457,,561,,404,,511.0,,0
572.0,"SUNY, Farmingdale State C.",ne,,ne,,ne,,ne,,228,,584,,693,,1896,,582,,508.0,,0
573.0,U. New Haven,ne,,366,,ne,,ne,,ne,,1592,,2471,,1400,,954,i,507.0,,0
574.0,U. San Francisco,386,,513,,344,,326,,428,,371,,1867,,858,,738,,503.0,,0
575.0,Quinnipiac U.,ne,,ne,,ne,,ne,,ne,,ne,,601,i,568,i,ne,,480.0,i,0
576.0,"U. South Carolina, Beaufort",,,,,,,,,338,,675,,ne,,ne,,ne,,478.0,,0
577.0,Pittsburg State U.,1255,,1258,,830,,936,,999,,1280,,989,,791,,1023,,453.0,,0
578.0,U. del Turabo,759,,417,,532,,423,,691,,1054,,1034,,747,,1111,,447.0,,0
579.0,Hobart and William Smith Colleges,ne,,613,,1176,,1227,,1118,,1379,,1103,,1896,,730,,442.0,,0
580.0,U. West Georgia,953,,1033,,1323,,721,,761,,1259,,1062,,1351,,1093,,432.0,,0
581.0,U. of Mary Washington,ne,,ne,,ne,,ne,,ne,,660,,445,,ne,,ne,,425.0,,0
582.0,Emerson C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,423.0,,0
583.0,New England C. of Optometry,1125,,729,,1101,,553,,726,,1236,,1685,,1588,,533,,419.0,,0
584.0,Commonwealth Medical C.,ne,,ne,,ne,,ne,,ne,,ne,,869,,536,,535,,415.0,,0
585.0,"Indiana U., South Bend",,,,,,,,,282,,494,,375,,638,,575,,408.0,,0
586.0,U. of the Incarnate Word,ne,,ne,,ne,,ne,,ne,,217,,ne,,ne,,ne,,403.0,,0
587.0,Doane C.,ne,,ne,,ne,,ne,,ne,,1008,,546,,ne,,846,,390.0,,0
588.0,Barry U.,ne,,ne,,697,,875,,897,,1331,,1381,,2623,,1403,,386.0,,0
589.0,Elon U.,ne,,ne,,ne,,ne,,ne,,40,,112,,161,,398,,376.0,,0
590.0,C. Wooster,507,,219,,150,,284,,249,,512,,183,,ne,,404,,373.0,i,0
590.0,Western Illinois U.,5535,,5098,,2917,,1958,,658,,746,,3855,,1183,,735,,373.0,,0
592.0,Lamar U.,1785,,2309,,2692,,3086,,4377,,4036,,3072,,1616,,1118,,352.0,,0
593.0,Gonzaga U.,ne,,ne,,550,,277,,609,,1152,,1115,,727,,446,,348.0,,0
594.0,Fairfield U.,1934,,1477,,1941,,2269,,2681,,2780,,2507,i,2232,,2051,,339.0,,0
595.0,"U. North Carolina, general administration",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,337.0,,0
596.0,Austin Peay State U.,ne,,ne,,ne,,ne,,ne,,729,,484,,364,,189,,334.0,,0
597.0,Sul Ross State U.,1586,,1632,,1094,,1271,,1595,,1672,,1073,,735,,546,,333.0,,0
598.0,Lake Superior State U.,ne,,ne,,ne,,ne,,ne,,133,,ne,,ne,,ne,,327.0,,0
599.0,Azusa Pacific U.,ne,,ne,,ne,,ne,,ne,,970,,609,i,ne,,ne,,323.0,,0
600.0,"Oklahoma State U., Center for Health Sciences",,,,,,,,,817,,377,,83,,61,,31,,321.0,,0
601.0,Bradley U.,405,,357,,359,,383,,512,,554,,889,,899,,587,,319.0,,0
602.0,Washington and Lee U.,332,,247,,230,,407,,646,,138,,ne,,229,,ne,,317.0,,0
603.0,U. Wisconsin-Platteville,29,,46,,53,,50,,46,,50,i,ne,,ne,,328,i,309.0,i,0
604.0,"U. Illinois, Springfield",747,,1300,,1335,,1258,,436,,455,,602,,534,,415,,307.0,,0
605.0,"U. Minnesota, Morris",,,,,,,,,245,,414,,ne,,811,,262,,306.0,,0
606.0,Rider U.,372,,321,,365,,560,,407,,350,,490,,399,,328,,292.0,,0
607.0,Heidelberg U.,ne,,ne,,ne,,ne,,ne,,266,i,ne,,349,,199,,272.0,,0
608.0,Oregon Institute of Technology,1849,,1871,,1508,,ne,,ne,,193,,ne,,ne,,ne,,270.0,,0
609.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",ne,,ne,,ne,,ne,,ne,,106,,179,,340,,523,,264.0,,0
610.0,"CUNY, Advanced Science Research Center",na,,na,,na,,na,,na,,na,,na,,na,,na,,257.0,,0
611.0,U. Tampa,ne,,ne,,ne,,ne,,ne,,ne,,ne,,240,,278,,254.0,,0
612.0,Rhode Island School of Design,ne,,ne,,ne,,ne,,ne,,322,,ne,,ne,,ne,,252.0,,0
613.0,Suffolk U.,ne,,ne,,ne,,ne,,ne,,299,,249,,360,,317,,250.0,,0
614.0,Kean U.,ne,,ne,,ne,,ne,,ne,,550,,1191,,347,,ne,,244.0,,0
615.0,Central Connecticut State U.,568,,612,,448,,199,,366,,684,,677,,617,,506,,243.0,,0
616.0,Marshall B. Ketchum U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,48,,224.0,,0
617.0,Saginaw Valley State U.,57,,396,,91,,89,,77,,525,,334,,203,,ne,,223.0,,0
618.0,Florida Polytechnic U.,na,,na,,na,,na,,na,,na,,na,,na,,na,,203.0,,0
619.0,Stockton U.,ne,,ne,,ne,,ne,,ne,,405,,160,,ne,,380,,198.0,,0
620.0,"Wheaton C., Wheaton",ne,,ne,,ne,,ne,,ne,,585,,114,,ne,,178,,193.0,,0
621.0,Philadelphia C. of Osteopathic Medicine,681,,560,,563,,542,,812,,850,,694,,277,,104,,192.0,,0
622.0,"U. California, Office of the President",796,,256,,101,,199,,121,,483,,1048,,599,,248,,181.0,,0
623.0,"California State U., Stanislaus",ne,,ne,,ne,,ne,,ne,,1037,,1070,,650,,341,,174.0,,0
624.0,U. Redlands,1126,,1308,,1483,,1607,,1208,,1036,,1008,,676,,332,,118.0,,0
625.0,Niagara U.,ne,,ne,,ne,,154,,162,,166,,275,,32,,119,,117.0,,0
626.0,Marist C.,545,i,ne,,70,,104,,8,,70,,ne,,ne,,ne,,113.0,,0
627.0,Nicholls State U.,374,,167,,43,,240,,946,,1571,,1284,,562,,293,,108.0,,0
628.0,Edward Via C. of Osteopathic Medicine,ne,,ne,,ne,,ne,,ne,,707,,502,,517,,250,,89.0,,0
629.0,La Salle U.,209,,2598,,2714,,1826,,246,,277,,114,,114,,102,,82.0,,0
630.0,McNeese State U.,279,,140,,195,,191,,433,,495,,228,,220,,264,,80.0,,0
631.0,Sewanee: U. of the South,57,,13,,ne,,ne,,ne,,491,,427,,ne,,117,,75.0,,0
632.0,"U. South Florida, Sarasota-Manatee",,,,,,,,,106,,191,,ne,,ne,,6,,57.0,,0
633.0,C. of Saint Benedict,ne,,ne,,ne,,ne,,ne,,0,,ne,,72,,71,,53.0,,0
634.0,La Sierra U.,ne,,ne,,ne,,ne,,ne,,17,,ne,,ne,,0,,45.0,,0
635.0,California Maritime Academy,ne,,ne,,ne,,ne,,ne,,1200,,1748,,1257,,122,,31.0,,0
636.0,Eastern Connecticut State U.,ne,,ne,,ne,,ne,,ne,,20,,ne,,ne,,6,,17.0,,0
All other surveyed institutionsb,3445751,,3444721,,3574496,,3761980,,295927,,344036,,269718,,183591,,8500,,0.0,,,-1
