Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
472.0,Spelman C.,2901,,3361,,2005,,2944,,2740,,1833,,1874,,1366,,1185,,1035.0,,0
474.0,"CUNY, C. Staten Island",1302,,1256,,1191,,918,,949,,1470,,1242,,1302,,1241,,1021.0,,0
475.0,U. of the Pacific,1142,,908,,1213,,1701,,1667,,1414,,749,,823,,985,,1019.0,,0
476.0,U. Wisconsin-La Crosse,1618,,2147,,1329,,1419,,2150,,2013,i,1876,,1240,,1095,,1006.0,,0
477.0,Albany State U.,1119,,952,,896,,958,,396,,893,,1988,,1532,,1271,,1005.0,,0
478.0,U. Hartford,891,,1059,,1028,,609,,820,,1571,,1450,,1165,,1080,,992.0,,0
479.0,Franklin and Marshall C.,945,,909,,1095,,1079,,1857,,1397,,1116,,879,,867,,991.0,,0
480.0,Lawrence Technological U.,1939,,1546,,1129,,1134,,2809,,2425,,1106,,985,,739,,971.0,,0
481.0,Skidmore C.,430,,369,,270,,890,,1872,,1562,,1334,,1448,,1170,,969.0,,0
482.0,Salisbury U.,ne,,ne,,ne,,ne,,422,,586,,360,,674,,1155,,967.0,,0
483.0,Sonoma State U.,219,,280,,472,,396,,690,,559,,ne,,1800,,1581,,964.0,,0
484.0,"U. Puerto Rico, Cayey",ne,,411,,766,,1044,,601,,871,,1515,,1168,,1143,,959.0,,0
485.0,"Indiana U.-Purdue U., Fort Wayne",,,,,,,,,1231,,1490,,1132,,1121,,806,,956.0,,0
486.0,Eastern Washington U.,411,,384,,596,,602,,46,,559,,725,,1226,,885,,955.0,,0
487.0,Vassar C.,902,,600,,1052,,1018,,1236,,1552,,993,,1136,,999,,954.0,,0
488.0,"St. John's U., Manhattan",1118,,1478,,1364,,1299,,1161,,1181,,1095,,868,,879,,942.0,,0
488.0,U. Wisconsin-Oshkosh,692,,690,,972,,556,,769,,1100,,1140,,932,i,861,i,942.0,i,0
490.0,Christopher Newport U.,587,,596,,630,,761,,1035,,1587,,1230,,1083,,1263,,938.0,,0
491.0,Keck Graduate Institute,ne,,ne,,ne,,ne,,ne,,1744,,1671,,1227,,1302,,937.0,,0
492.0,Indiana State U.,1147,,991,,1079,,840,,990,,1352,,1268,,858,,1005,,925.0,,0
493.0,Eastern Kentucky U.,447,,471,,440,,832,,2371,,2736,,2149,,1630,,1251,,919.0,,0
494.0,Shaw U.,1800,,1826,,1997,,2071,,1920,i,1769,,1753,i,ne,,1105,,918.0,i,0
495.0,Grambling State U.,566,,428,,628,,810,i,993,,1515,,1298,,1077,,1065,,915.0,,0
496.0,Seattle U.,469,i,517,i,567,,312,,467,i,622,,530,,ne,,848,,890.0,,0
496.0,U. Detroit Mercy,225,,227,i,ne,,970,,629,,602,,508,,ne,,317,,890.0,,0
498.0,"Trinity C., Hartford",373,,575,,346,,593,,1026,,1217,,1432,,1040,,1313,,889.0,,0
499.0,"U. Oklahoma, Tulsa",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,882.0,,0
500.0,Lewis and Clark C.,437,,586,,550,,684,i,818,,684,,718,,1490,,1378,,872.0,,0
501.0,Occidental C.,690,,745,,802,,608,,644,,898,,1079,,1105,,1365,,853.0,,0
502.0,U. of the Sciences Philadelphia,499,,478,,1054,,809,,965,,1338,,1287,,1357,,937,,851.0,,0
503.0,"SUNY, Buffalo State",1150,,810,,1259,,1699,,1247,,1958,,2348,,1336,,1076,,846.0,,0
504.0,"CUNY, Baruch C.",90,,40,,409,,552,,1010,,1025,,1209,,547,,548,,838.0,,0
505.0,"CUNY, system office",ne,,ne,,ne,,ne,,ne,,ne,,819,,397,,352,,828.0,,0
506.0,"California State U., Channel Islands",ne,,ne,,ne,,ne,,ne,,311,,ne,,316,,520,,825.0,,0
507.0,Keene State C.,ne,,ne,,ne,,ne,,ne,,846,,664,i,482,,829,,820.0,,0
508.0,Loyola Marymount U.,1044,,1082,,962,,1737,,894,,2759,,1139,,1154,,906,,809.0,,0
509.0,Murray State U.,1005,,642,,588,,423,,2074,,2471,,1904,,816,,601,,793.0,,0
510.0,Hawaii Pacific U.,ne,,ne,,ne,,ne,,ne,,525,,858,,850,,1116,,789.0,,0
511.0,U. Houston-Downtown,256,,123,,179,,326,,905,,1178,,1824,,464,,496,,773.0,,0
512.0,Dakota State U.,ne,,ne,,ne,,ne,,ne,,402,,3555,,831,,908,,765.0,,0
513.0,Connecticut C.,785,,800,,651,,989,,954,,1005,,1130,,833,,514,,756.0,,0
514.0,"California State U., Chico",1072,i,1117,i,1163,,1032,,1466,,1209,,1332,,1668,,1085,,743.0,,0
515.0,Western Carolina U.,1362,,1435,,2225,,1549,,1273,,691,,931,,647,,669,,740.0,,0
516.0,Seton Hall U.,1184,,1551,,1374,,3414,,2206,,1259,,679,,691,,688,,736.0,,0
517.0,Willamette U.,114,,87,,164,,529,,441,,419,,911,,646,,672,,730.0,,0
518.0,Rhode Island C.,ne,,ne,,ne,,ne,,ne,,1195,,1140,,993,,851,,726.0,,0
519.0,Pepperdine U.,ne,,ne,,135,,150,,199,,172,,428,,465,,586,,724.0,,0
520.0,"SUNY, C. Plattsburgh",1461,,973,,401,,1045,,1187,,726,,454,,ne,,459,,717.0,,0
521.0,Kennesaw State U.,222,,341,,383,,524,,1105,,983,,1127,i,1271,,1397,,713.0,,0
522.0,Macalester C.,983,,483,,528,,626,,1044,,1455,,1075,,871,,878,,708.0,,0
523.0,U. Western States,ne,,ne,,825,,677,,866,,757,,ne,,1014,,1053,,699.0,,0
524.0,"U. South Carolina, Aiken",,,,,,,,,122,i,592,,ne,,937,,759,i,689.0,,0
525.0,"CUNY, Medgar Evers C.",630,,495,,157,,173,,364,,1315,,981,,1066,,660,,686.0,,0
526.0,Winthrop U.,ne,,ne,,ne,,ne,,ne,,871,,935,,651,,594,,676.0,,0
527.0,Augsburg C.,579,,563,,680,,ne,,ne,,905,,766,,567,,ne,,669.0,,0
527.0,"U. Puerto Rico, Humacao",4080,,4930,,2104,,1925,,1950,i,1976,,1949,,1452,,1102,,669.0,,0
529.0,St. Olaf C.,415,,725,,919,,1067,,1235,,843,,1220,,955,,760,,668.0,,0
530.0,Kettering U.,2882,,1583,,2035,,2741,,4477,,3452,,1985,,1084,,908,,666.0,,0
531.0,Texas A&M International U.,ne,,ne,,168,,1169,,1481,,1191,,985,,868,,977,,658.0,,0
532.0,Midwestern U.,1168,,801,,543,,417,,285,,438,,427,,369,,517,,654.0,,0
533.0,"Augustana C., Sioux Falls",842,,798,,763,,783,,889,,1169,,1007,,809,,737,,647.0,,0
534.0,Black Hills State U.,1925,,2409,,2148,,1568,,1355,,1097,,1118,,1123,,662,,635.0,,0
534.0,"SUNY, Geneseo",802,,1310,,987,,840,,679,,1278,,1499,,609,,455,,635.0,,0
536.0,"U. Texas, Permian Basin",ne,,147,,229,,192,,627,,692,,786,,716,,489,,595.0,,0
537.0,Colorado C.,ne,,ne,,602,,256,,412,,362,,307,,269,,511,,570.0,,0
537.0,Ithaca C.,1358,,1226,,1197,,851,,617,,627,,774,,788,,763,,570.0,,0
539.0,"Pennsylvania State U., Harrisburg",,,,,,,,,963,,1288,,1161,,377,,194,,565.0,,0
540.0,Grinnell C.,180,,145,,343,,43,,1155,,287,,648,,372,,414,,546.0,,0
541.0,U. Houston-Clear Lake,244,,159,,98,,119,,301,,818,,730,,875,,739,,541.0,,0
542.0,Bastyr U.,ne,,ne,,ne,,1197,,1211,,1988,,2764,,2567,,3147,,540.0,,0
543.0,"SUNY, C. Brockport",606,,819,,307,,228,,521,,677,,989,,755,,564,,535.0,,0
544.0,Alaska Pacific U.,ne,,ne,,176,,257,,283,,349,,ne,,ne,,ne,,532.0,,0
545.0,U. del Este,363,,407,,416,,709,,1126,,1158,,1130,,972,,656,,530.0,,0
546.0,"U. Nebraska, Kearney",65,,753,,182,,559,,289,,1018,,714,,838,,652,,513.0,,0
547.0,"SUNY, Farmingdale State C.",ne,,ne,,ne,,ne,,228,,584,,693,,1896,,582,,508.0,,0
548.0,U. San Francisco,386,,513,,335,,316,,335,,313,,1842,,858,,738,,503.0,,0
549.0,West Chester U. Pennsylvania,167,,699,,2015,,1371,,3531,i,5691,,788,,513,,392,,500.0,,0
550.0,"U. South Carolina, Beaufort",,,,,,,,,338,i,675,,ne,,ne,,ne,,478.0,,0
551.0,U. Wisconsin-Green Bay,950,,687,,646,,609,,724,,631,i,592,i,552,i,512,i,470.0,i,0
552.0,Northwest Indian C.,ne,,ne,,ne,,2408,,1943,,1993,i,2044,,2216,,1705,i,466.0,i,0
553.0,Pittsburg State U.,1255,,1258,,830,,936,,999,,1280,,989,,791,,1006,,448.0,,0
554.0,New England C. of Optometry,1125,,729,,1101,,553,,726,,1236,,1685,,1588,,533,,419.0,,0
555.0,Commonwealth Medical C.,ne,,ne,,ne,,ne,,ne,,ne,,869,,536,,535,,415.0,,0
556.0,Quinnipiac U.,ne,,ne,,ne,,ne,,ne,,ne,,530,i,493,i,ne,,413.0,i,0
557.0,Emerson C.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,410.0,,0
558.0,"Indiana U., South Bend",,,,,,,,,282,,494,,375,,638,,575,,408.0,,0
559.0,U. of the Incarnate Word,ne,,ne,,ne,,ne,,ne,,111,,ne,,ne,,ne,,403.0,,0
560.0,Dickinson C.,201,,312,,365,,470,,445,,616,,685,,467,,345,,402.0,,0
561.0,U. West Georgia,628,,708,,998,,721,,524,,642,,409,,370,,345,,396.0,,0
562.0,Doane C.,ne,,ne,,ne,,ne,,ne,,1008,,546,,ne,,846,,390.0,,0
563.0,Hobart and William Smith Colleges,ne,,506,,1145,,1097,,1030,,1206,,914,,1786,,666,,378.0,,0
564.0,C. Wooster,507,,219,,150,,284,,249,,512,,183,,ne,,404,,373.0,i,0
565.0,"Minnesota State U., Mankato",93,,203,,481,,363,,2001,,812,,667,,297,,296,,357.0,,0
566.0,Pacific U.,263,,142,,268,,67,,565,,75,,198,,1669,,539,,350.0,,0
566.0,Western Illinois U.,435,,698,,517,,458,,658,,742,,3855,,1183,,735,,350.0,,0
568.0,Gonzaga U.,ne,,ne,,550,,277,,609,,1152,,1115,,727,,446,,348.0,,0
569.0,U. del Turabo,759,,417,,532,,423,,212,,377,,446,,362,,1008,,346.0,,0
570.0,Fairfield U.,162,,182,,237,,455,,372,,401,,379,i,354,,810,,339.0,,0
571.0,"U. North Carolina, general administration",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,337.0,,0
572.0,Austin Peay State U.,ne,,ne,,ne,,ne,,ne,,729,,481,,364,,189,,334.0,,0
573.0,Sul Ross State U.,1586,,1632,,1094,,1271,,1595,,1672,,1073,,735,,546,,333.0,,0
574.0,Lake Superior State U.,ne,,ne,,ne,,ne,,ne,,133,,ne,,ne,,ne,,327.0,,0
575.0,Azusa Pacific U.,ne,,ne,,ne,,ne,,ne,,970,,609,i,ne,,ne,,323.0,,0
576.0,"Oklahoma State U., Center for Health Sciences",,,,,,,,,817,,377,,83,,61,,31,,321.0,,0
577.0,Washington and Lee U.,287,,246,,197,,354,,646,,138,,ne,,221,,ne,,317.0,,0
578.0,"U. Texas, Tyler",436,,937,,1771,,1930,,1689,,977,,2084,,1325,,280,,309.0,,0
579.0,"U. Illinois, Springfield",747,,997,,1113,,994,,332,,373,,554,,503,,405,,307.0,,0
580.0,Bradley U.,405,,357,,359,,383,,512,,554,,889,,899,,587,,306.0,,0
580.0,"U. Minnesota, Morris",,,,,,,,,243,,276,,ne,,257,,262,,306.0,,0
582.0,Texas Woman's U.,637,,755,,1146,,982,,822,,942,,1058,,588,,423,,299.0,,0
583.0,Lamar U.,1785,,1925,,2692,,3086,,4184,,3959,,3057,,1604,,1118,,297.0,,0
584.0,Rider U.,372,,321,,365,,560,,407,,350,,490,,399,,328,,292.0,,0
585.0,"CUNY, York C.",1455,,2468,,2160,,ne,,ne,,1507,,812,,693,,ne,,288.0,,0
585.0,National U.,ne,,ne,,ne,,ne,,ne,,0,i,0,i,0,,0,,288.0,,0
587.0,Barry U.,ne,,ne,,697,,875,,897,,1331,,1381,,2623,,1403,,286.0,,0
588.0,Heidelberg U.,ne,,ne,,ne,,ne,,ne,,266,i,ne,,349,,199,,272.0,,0
589.0,U. Wisconsin-Platteville,29,,46,,53,,50,,46,,50,i,ne,,ne,,287,i,266.0,i,0
590.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",ne,,ne,,ne,,ne,,ne,,106,,179,,340,,523,,264.0,,0
591.0,"CUNY, Advanced Science Research Center",na,,na,,na,,na,,na,,na,,na,,na,,na,,257.0,,0
592.0,Rhode Island School of Design,ne,,ne,,ne,,ne,,ne,,289,,ne,,ne,,ne,,252.0,,0
593.0,U. Tampa,ne,,ne,,ne,,ne,,ne,,ne,,ne,,240,,278,,247.0,,0
594.0,Kean U.,ne,,ne,,ne,,ne,,ne,,550,,1191,,347,,ne,,244.0,,0
595.0,Marshall B. Ketchum U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,48,,224.0,,0
596.0,Saginaw Valley State U.,57,,396,,91,,89,,77,,525,,330,,203,,ne,,223.0,,0
597.0,Suffolk U.,ne,,ne,,ne,,ne,,ne,,299,,198,,351,,313,,217.0,,0
598.0,Florida Polytechnic U.,na,,na,,na,,na,,na,,na,,na,,na,,na,,203.0,,0
599.0,Hamilton C.,1160,,932,,888,,589,,812,,1085,,1070,,848,,413,,202.0,,0
600.0,Stockton U.,ne,,ne,,ne,,ne,,ne,,405,,160,,ne,,380,,198.0,,0
601.0,Central Connecticut State U.,479,,485,,341,,199,,351,,662,,666,,601,,433,,193.0,,0
602.0,Philadelphia C. of Osteopathic Medicine,681,,560,,563,,542,,812,,850,,694,,277,,104,,192.0,,0
603.0,U. of Mary Washington,ne,,ne,,ne,,ne,,ne,,563,i,79,,ne,,ne,,187.0,,0
604.0,U. New Haven,ne,,332,,ne,,ne,,ne,,199,,235,,728,,344,i,183.0,,0
605.0,"U. California, Office of the President",796,,256,,101,,199,,121,,483,,1048,,599,,248,,181.0,,0
606.0,"California State U., Stanislaus",ne,,ne,,ne,,ne,,ne,,1037,i,1070,,650,,341,,174.0,,0
607.0,Saint Joseph's U.,2566,,2403,,1486,,1205,,960,,683,,565,,292,,147,,169.0,,0
608.0,East Central U.,ne,,ne,,ne,,ne,,ne,,1518,i,730,,ne,,238,,162.0,,0
608.0,"Wheaton C., Wheaton",ne,,ne,,ne,,ne,,ne,,585,,114,,ne,,168,,162.0,,0
610.0,Seattle Pacific U.,ne,,10,i,ne,,160,,114,,105,,61,,2,,129,,133.0,,0
611.0,Marist C.,545,i,ne,,0,,32,,6,i,49,,ne,,ne,,ne,,113.0,,0
612.0,Nicholls State U.,374,,167,,43,,234,,946,,1563,,1258,,559,,293,,104.0,,0
613.0,"U. South Florida, Saint Petersburg",,,,,,,,,287,,141,,243,,167,,201,,95.0,,0
614.0,Elon U.,ne,,ne,,ne,,ne,,ne,,40,,111,,161,,143,,92.0,,0
615.0,Wiley C.,ne,,ne,,264,,298,,278,,200,,26,,60,,45,,91.0,,0
616.0,Edward Via C. of Osteopathic Medicine,ne,,ne,,ne,,ne,,ne,,707,,502,,517,,250,,89.0,,0
617.0,"U. Massachusetts, central office",ne,,ne,,ne,,ne,,ne,,ne,,485,,131,,185,,86.0,,0
618.0,La Salle U.,101,,2598,,2714,,1826,,246,,277,,114,,114,,102,,82.0,,0
619.0,McNeese State U.,279,,140,,195,,191,,433,,495,,228,,220,,264,,80.0,,0
620.0,Mercyhurst U.,449,,347,,68,,225,,703,,174,,145,,134,,97,,77.0,,0
621.0,Sewanee: U. of the South,57,,13,,ne,,ne,,ne,,491,,427,,ne,,117,,75.0,,0
622.0,Oregon Institute of Technology,1550,,1593,,1250,,ne,,ne,,193,,ne,,ne,,ne,,63.0,,0
623.0,U. Redlands,1126,,1173,,1165,,1303,,999,,1036,,1008,,676,,332,,61.0,,0
624.0,C. of Saint Benedict,ne,,ne,,ne,,ne,,ne,,0,,ne,,72,,71,,53.0,,0
625.0,La Sierra U.,ne,,ne,,ne,,ne,,ne,,17,,ne,,ne,,0,,45.0,,0
626.0,California Maritime Academy,ne,,ne,,ne,,ne,,ne,,1200,,1748,,1257,,122,,23.0,,0
627.0,Eastern Connecticut State U.,ne,,ne,,ne,,ne,,ne,,0,,ne,,ne,,6,,17.0,,0
628.0,Jacksonville State U.,1315,,371,,ne,,109,,133,,265,,ne,,ne,,ne,,13.0,,0
629.0,"Purdue U., North Central",,,,,,,,,29,,58,,80,,90,,32,,11.0,,0
630.0,Niagara U.,ne,,ne,,ne,,154,,162,,150,,118,,28,,0,,4.0,,0
All other surveyed institutionsb,3362771,,3347651,,3461179,,3666029,,287735,,334028,,266137,,182031,,8346,,0.0,,,-1
